business_id;name;url;industry_code
10838085;Musti ja Mirri Oy;www.mustijamirri.fi;47764
10838157;Sunborn Saga Oy;www.saga.fi;55101
10842412;Proact Finland Oy;www.proact.fi;4651
10852055;Westpro cc Oy;www.westpro.fi;412
10881462;Cloudia Oy;www.cloudia.fi;6201
10901953;Vaalimaan Kauppakartano Oy;www.rajamarket.fi;47199
10903895;Nordic Automotive Trading Oy;www.suzuki.fi;45111
10905217;MSD Animal Health Oy;www.msd-animal-health.fi;46461
10912484;Digia Finland Oy;www.digia.com;6201
10921399;Oy Lifa Air Ltd;www.lifa-air.com;46742
10931562;Salon Kone ja Rauta Oy;www.skroy.com;4754
10937577;TNC-Nordic Oy;tnc.ee;47523
10938115;Rakennus Numera Oy;www.rakennusnumera.fi;412
10938123;Autokeskus Oy;www.autokeskus.fi;45112
10938641;Combitech Oy;www.combitech.fi;6201
10939441;MTV Oy;www.mtvuutiset.fi;60201
10948081;Alepro Oy;www.k-citymarket.fi;47111
10953788;BestDrive Finland Oy;www.rengasmaailma.fi;45322
10960160;ASPRO OY;www.aspro.fi;412
10978053;Centria-ammattikorkeakoulu Oy;www.cou.fi;8542
10985544;SNA Europe (Finland) Oy;www.snaeurope.com;46741
11005392;Netum Oy;www.netum.fi;6201
11026265;Betonipumppaus Laatikainen Oy;www.betonipumppaus.fi;43999
11037239;Oy Neo Mobil Ab;www.specialmobil.fi;45112
11038733;F-Musiikki Oy;www.f-musiikki.fi;46494
11064114;Rakennus Miilukangas Oy;www.rakennusmiilukangas.fi;412
11072827;SKS Mekaniikka Oy;www.sks.fi;46692
11072931;Lapp Automaatio Oy;www.lappautomaatio.fi;46692
11073475;Finda Oy;www.finda.fi;6612
11077193;Miraculos Oy;www.fourreasons.fi;46909
11089717;Suomen Energia-Urakointi Oy;www.seu.fi;4222
11096781;LVI-WaBeK Oy;www.lvi-wabek.fi;46742
11096941;Suomen Pakkauskierrätys RINKI Oy;rinkiin.fi;6311
11102352;Symbio Finland Oy;www.symbio.com/fi;6201
14381721;Fresenius Medical Care Suomi Oy;www.freseniussuomi.fi;46462
14414028;Dunlop Hiflex Oy;www.dunlophiflex.fi;46699
14421316;Ellos Finland Oy;www.ellos.fi;47913
14441173;Veljekset Heiskanen Oy;www.veljeksetheiskanen.fi;47521
14462273;Semikron Oy;www.semikron.com;46692
14465722;Kämp Oy;wwww.hotelkamp.com;55101
14477029;M ja T Ranne Oy;www.k-supermarket.fi;47111
14479147;Scandic Hotels Oy;www.scandic-hotels.fi;55101
14492130;Tarmo Linden Oy;www.k-supermarket.fi;47111
14555410;ABL Finland Oy;www.abl.fi;4615
14563445;Verkkokauppa.com Oyj;www.verkkokauppa.com;4741
14577791;M & P Telin Oy;www.k-rauta.com/valivainio;47521
14582478;Hydroll Oy;www.hydroll.com;2812
14600541;EasyPark Oy;www.easypark.fi;612
14606134;HSS Media Ab;www.vasabladet.fi;5813
14609167;Eltel Networks Pohjoinen Oy;www.eltelnetworks.com;4222
14630134;Vianor Oy;www.vianor.fi;45322
14637272;Ruokaruletti Oy;www.citymarket.fi;47111
14656668;Santa Rauta Oy;www.k-rauta.fi/rovaniemi;47521
14670902;Jouni Monto Oy;www.k-supermarket.fi;47111
14711241;Ali ja Raija Tikkala Oy;www.k-supermarket.fi;47111
14717504;St1 Lähienergia Oy;www.ivtlohja.fi;4322
14739260;Cisco Systems Finland Oy;www.cisco.fi;4651
14741555;Seppo Levokoski Oy;www.rautia.fi;47521
14741854;SAP Finland Oy;www.sap.com/finland;6201
14747631;Suomen Humanistinen Ammattikorkeakoulu Oy;www.humak.fi;8542
14755746;Ricoh Finland Oy;www.ricoh.fi;4666
14756079;Telia Finland Oyj;www.sonera.fi;611
14771180;Pokela Oy Iso Omena;www.citymarket.fi;47111
14779190;L&T Biowatti Oy;www.biowatti.fi;46719
14793523;Conrastock Oy;www.conrastock.com;4613
14799810;Orifarm Oy;www.orifarm.fi;46461
14816502;Multirel Oy;www.multirel.fi;46691
14855077;Jarintori, Jari Hakala Oy;www.citymarket.fi;47111
14858358;Geberit Oy;www.geberit.fi;46742
14879669;Turun Konekeskus Group Oy;www.turunkonekeskus.fi;46692
14896434;VN Bygg AB - LU Rakennus Oy;www.lurakennus.com;412
14937806;Marja Hentilä Oy;www.citymarket.fi;47111
14941493;PNM Gourmet Oy;www.pnm.fi;4632
14950277;Marko Strand Oy;www.citymarket.fi;47111
14954972;Kentonec Oy;www.kaalimato.fi;47789
14961064;Vinetum Oy;www.vinetum.com/fi;4634
15055514;Alko Oy;www.alko.fi;4725
15080154;M-Brain Oy;www.m-brain.com;85599
15083937;Imperial Brands Finland Oy;www.imperial-tobacco.com;4635
15087188;Destia Rail Oy;www.destia.fi/rata;4212
15093748;Peab Oy;www.peab.fi;412
15093764;Oy Hedtec Ab;www.hedtec.fi;46691
15096674;Efecte Oyj;www.efecte.com;6201
15117332;Timo Könttä Oy;www.k-supermarket.fi;47111
15123329;Indoor Group Oy;www.indoorgroup.fi;47591
15136648;Raskone Oy;www.raskone.fi;45201
15139996;Valkoinen Pingviini Oy;www.k-citymarket.fi;47111
15141877;Medtronic Finland Oy;www.medtronic.fi;46462
15145878;Pernod Ricard Finland Oy;www.pernod-ricard-finland.com;4634
15146424;Oy Otto Brandt Ab;www.otto-brandt.fi;701
15147750;Karis Järn Ab - Karjaan Rauta Oy;www.rautia.fi;47521
15155742;Stadium Oy;www.stadium.fi;47641
15159014;Sanoma Media Finland Oy;www.sanoma.com;5813
15166513;Knowit Cloud Partnerships Oy;www.cybercom.fi;6201
15187402;Eurajoen Romu Invest Oy;www.eurajoenromu.com;4677
15213420;Timo Ilmolahti Oy;www.citymarket.fi;47111
15237713;Nostolava-auto Jalo & Jalo Oy;www.jalojalo.fi;43991
15238441;Mercamer Oy;www.mercamer.fi;46692
15238468;Gigantti Oy Ab;www.gigantti.fi;4754
15257570;Mika Lankinen Oy;www.k-market.com;47111
15260550;Kymppi-Katto Oy;www.kymppi-katto.fi;4391
15263049;JOT Automation Oy;www.jotautomation.com;46692
15306379;R. A. Wickholm Oy;www.wickholm.fi;4322
15309721;Tuoreverkko Oy;www.tuoreverkko.fi;4631
15327268;Sundström Ab, Oy Entreprenad;www.sundstroms.fi;4312
15346514;Aki Luomanen Oy;www.k-supermarket.fi;47112
15388773;Biogen Finland Oy;www.multippeliskleroosi.fi;46461
15406070;Moskito Television Oy;www.moskito.fi;5911
15408025;Arrow ECS Finland Oy;www.arrowecs.fi;4651
15418995;Tempur Sealy Suomi Oy;fi.tempur.com;4647
15444413;ITX Finland Oy;www.zara.com;47719
15449767;BE Group Oy Ab;www.begroup.fi;46733
15455702;Mika Ulander Oy;www.citymarket.fi;47113
15463438;Lekolar-Printel Oy;www.printel.fi;46491
15465169;Duell Yhtiöt Oy;www.duellyhtiot.fi;4666
15482348;Eltel Networks Oy;www.eltelnetworks.com;4222
15502783;VAK Huoltopalvelut Oy;www.vak.fi;45201
15507488;M & T Jussila Oy;www.citymarket.fi;47111
15524368;Suomen Erillisverkot Oy;www.erillisverkot.fi;612
15525571;Ellappi Oy;www.ellappi.fi;4321
15536174;Hewlett-Packard Oy;www.hp.fi;4651
15536182;Agilent Technologies Finland Oy;www.agilent.fi;46691
15566664;Diebold Nixdorf Oy;www.dieboldnixdorf.com;6201
15579270;Stokker Oy;www.stokker.fi;4661
15581960;Findus Finland Oy;www.findus.fi;46389
15582015;OneMed Oy;www.onemed.com;46462
15600738;Helsinki Foodstock Oy;www.foodstock.fi;46389
15601431;adidas Suomi Oy;www.adidas.com;46493
15606179;eCraft Oy Ab;www.ecraft.fi;6201
15608449;Biltema Suomi Oy;www.biltema.fi;45311
15627543;Rauta-Ismo Oy;www.k-rauta.com/75;47521
15645960;Kustannusosakeyhtiö Otava;www.otava.fi;5811
15655819;Rauta-Lappalainen Oy;www.k-rauta.com/oulunkyla;47521
15655835;YIT Suomi Oy;www.yit.fi;412
15674972;Prima Pet Premium Oy;www.primapetpremium.fi;46383
15677233;BLC Turva Oy;www.lukkorengas.fi;47596
15706882;MPY Telecom Oyj;www.mpy.fi;6203
15715535;Oy Danfoss Ab;www.danfoss.fi;46742
15715615;Danfoss Power Solutions Oy Ab;www.powersolutions.danfoss.com;46699
15720406;Wapice Oy;www.wapice.com;6201
15739326;Kauppahuone Juha Viinikka Oy;www.citymarket.fi;47111
15774850;Kosan Gas Finland Oy;www.kosangas.fi;46711
15786667;Kamux Suomi Oy;www.kamux.com;45112
15791570;Omena Hotellit Oy;www.omena.com;55101
15793859;Kotipizza Oyj;www.kotipizza.fi;56102
15805901;Oy MB-Mobile Ab;www.mb-mobile.fi;45112
15806795;Bauhaus & Co. Ky;www.bauhaus.fi;47521
15810356;Niko Lähdemaa Oy;www.k-market.com;47113
15817777;Kuhmon Aa-Puu Oy;www.kuhmonaa-puu.fi;46732
15877307;Dressmann Oy Ab;www.dressmann.fi;47712
15894545;ARNON OY;www.arnon.fi;2712
15895433;Auto-Suni Oy;www.auto-suni.fi;45112
15901442;Wipro Limited, Suomen sivuliike;www.wipro.com;6202
15909524;Suomen Talotekniikka Mikkeli Oy;www.lvi-kaari.fi;4322
15922198;Beverage Partners Finland Oy;www.bpf-finland.fi;46340
15944952;Oy Osk. Lindroos Ab;www.osk-lindroos.fi;4648
15976372;Boehringer Ingelheim Finland Ky;www.boehringer-ingelheim.fi;46461
15978503;Insta Advance Oy;www.insta.fi;6202
15979821;Lumon Invest Oy;www.lumon.fi;412
16029182;Verizon Finland Oy;www.verizonbusiness.com;6201
16051291;Oy K & C Mattsson Ab;www.k-supermarket.fi;47112
16056244;ICT Elmo Oy;www.elmo.fi;611
16064121;Beckhoff Automation Oy;www.beckhoff.fi;46522
16072105;Tero T.J. Huhtala Oy;www.k-citymarket.fi;47111
16072746;Teijo-Talot Oy;www.teijotalot.fi;412
16104330;Signant Health Oy;www.crfbox.com;6201
16107881;Kavli Oy;www.kavli.fi;46389
16117123;Oy Nordic Moneta Ab;www.suomenmoneta.fi;47919
16122328;Ardex Oy;www.ardex.fi;46739
16128498;Jr Rinne Oy;www.k-supermarket.fi;47113
16135639;Vaadin Oy;vaadin.com;6201
16140921;RedLynx Oy;www.redlynx.com;6201
16157758;Roxtec Finland Oy;www.roxtec.com;4614
16157790;Lidl Suomi Kommandiittiyhtiö;www.lidl.fi;4711
16186276;Partnera Oyj;www.partnera.fi;6499
16203670;DNA Kauppa Oy;www.dnakauppa.fi;4742
16213529;Nettix Oy;www.nettix.fi;6201
16218311;Sanna ja Marko Löija Oy;www.citymarket.fi;47111
16235074;Futurice Oy;www.futurice.fi;6201
16264908;Neste Markkinointi Oy;www.neste.fi;46711
16281425;Capgemini Finland Oy;www.fi.capgemini.com;7022
16292845;Reaktor Innovations Oy;www.reaktor.fi;6201
16301772;Atoy Automotive Finland Oy;www.aam.fi;45311
16321554;Rakennusliike Karjaluoto Oy;www.karjaluoto.fi;412
16331533;Finnair Kitchen Oy;www.finnair.fi;5629
16337337;Hyundai Motor Finland Oy;www.hyundai.fi;45111
16339244;Autotalo Järvi Oy;www.autotalojarvi.fi;45112
16351083;Kymijoen Ravintopalvelut Oy;www.makunne.fi;5629
16351438;Romu Keinänen Oy;www.romukeinanen.fi;4677
16353724;Receptum Oy;www.receptum.fi;6201
16364458;Automaa Oy;www.viescar.fi;45112
16370727;Autosalpa Oy;www.autosalpa.fi;45112
16372685;LapIT Oy;www.lapit.fi;6203
16373004;A-Tuottajat Oy;www.atriatuottajat.fi;4623
16377048;Star Expert Oy;www.starexpert.fi;4322
16390218;Innofactor Software Oy;WWW.INNOFACTOR.FI;6201
16402514;Wetteri Power Oy;www.wetteripower.fi;45191
16413483;Leader Foods Oy;www.jrfitness.net;46389
16421096;Kannustalo Oy;www.kannustalo.fi;16231
16421440;Ingram Micro Oy;www.ingrammicro.fi;46521
16428167;Juha ja Johanna Kalliala Oy;www.k-supermarket.fi;47111
16433097;Pielava Oy;www.k-supermarket.fi;47111
16443674;Tiia Luostarinen Oy;www.k-supermarket.fi;47113
16445899;ConvaTec Oy;www.convatec.fi;46462
16455923;Loihde Analytics Oy;www.aureolis.com;6201
16457849;Geotrim Oy;www.geotrim.fi;46699
16474489;Ambientia Group Oy;www.ambientia.fi;6201
16488717;Intersport Finland Oy;www.intersport.fi;47641
16493049;Telia Carrier Finland Ab;www.teliasonera.fi;612
16501029;SMC Automation Oy;www.smc.fi;46692
16504852;Honda Motor Europe Limited;www.honda.fi;45111
16506006;Quattroservices International Operations Oy;www.quattroservices.fi;4322
16509231;LM-Suomiset Oy;www.lm-suomiset.fi;4312
16515770;Tecnotree Oyj;www.tecnotree.com;6201
16519368;Makita Oy;www.makita.fi;46741
16524140;Eriksson Bygg Ab;www.byggab.ax;412
16540271;KSS Rakennus Oy;www.kssenergia.fi;4222
16552213;BookBeat Oy;www.bookbeat.fi;4761
16573700;Danone Finland Oy;www.danone.fi;4639
16701733;Suzuki Deutschland GmbH, Suomen sivuliike;www.suzuki.fi;45401
17009503;Blue Lake Communications Oy;www.blc.fi;611
17022863;Aalto Group Oy;www.varuste.net;47641
17026952;Risto Kangas Oy;www.k-maatalous.fi;4661
17037758;Takeda Oy;www.leiras.fi;46461
17039171;Voimatel Oy;www.voimatel.fi;4222
17067842;Bodim Port Oy;www.thebodyshop.fi;4775
17071868;SRV Yhtiöt Oyj;www.srv.fi;412
17074452;Kirami Oy;www.kirami.fi;46734
17074532;UTU Oy;www.utu.eu;46691
17087907;A-lehdet Oy;www.a-lehdet.fi;58142
17100833;Rusta Finland Group Oy;www.hongkong.fi;46901
17101289;Gofore Oyj;www.gofore.com;6201
17149485;Rakennus K. Karhu Oy;www.rakennuskarhu.fi;412
17172327;Wulff Finland Oy;www.staples.fi;46491
17176547;Assistor - Uuttera Oy;www.assistor-uuttera.fi;45201
17216705;AW-Rakennus Oy;www.aw-rakennus.fi;412
17218380;Konesilta Oy;www.konesilta.fi;4663
17220819;Carlings Oy Ab;www.carlings.fi;46421
17221029;Vaaralan Kauppahuone Oy;www.citymarket.fi;47199
17250209;Veljekset Nuutinen Oy;www.venue.fi;412
17257873;Arvolukko Oy;www.arvolukko.fi;47596
17281638;Ojala Machine Oy;www.ojalamachine.com;4663
17282446;SRV Rakennus Oy;www.srv.fi;412
17315498;Tuominen Oy Kotikontu;www.k-kamppi.fi;47111
17328811;Midsona Finland Oy;www.midsona.fi;46382
17332511;Rakennuspetäjä Oy;www.rakennuspetaja.fi;412
17344600;Pharmaservice Oy;www.anja.fi;46461
17349305;Infosys Limited, Suomen sivuliike;www.infosys.com;6202
17359562;Sanomalehti Karjalainen Oy;www.karjalainen.fi;5813
17365743;Järvenpään Auto-Arita Oy;www.autoarita.fi;45112
17366586;Hansa-Suojanen Oy;www.k-supermarket.fi;47111
17390412;Potius Oy;www.potius.fi;412
17425128;Risto ja Ritva Kontturi Oy;www.k-citymarket.fi;47111
17436302;Tieturi Oy;www.tieturi.fi;85592
17476419;Enerke Oy;www.enerke.fi;4222
17476961;Jyväs-Marine Oy;www.marine.fi;47642
17485577;OT Team Oy;www.k-supermarket.fi;47113
17495281;Thermo Fisher Diagnostics Oy;www.thermoscientific.com/phadia;46462
17495599;Oy Sisu Auto Ab;www.sisuauto.com;291
17496612;Rakennustoimisto Lainio & Laivoranta Oy;www.lainio-laivoranta.com;412
17520782;PUMA Finland Oy;www.puma.com;46493
17550076;Fonecta Oy;www.fonecta.fi;5812
17561533;Potwell Oy;www.potwell.fi;4631
17571846;Polar Electro Finland Oy;www.polar.com;4741
17593738;Ruokajones Oy;www.k-mustapekka.fi;47111
17605997;Plantagen Finland Oy;www.plantagen.fi;47763
17606762;Startax Finland Oy;www.startax.net;45311
17621006;Recset Oy;www.recset.fi;4312
17625189;Harju Elekter Oy;www.satmatic.fi;2712
17636494;Perrigo Suomi Oy;www.aco.fi;4645
17655142;NCC Suomi Oy;www.ncc.fi;412
17655150;NCC Industry Oy;www.ncc.fi;4211
17655193;NCC Property Development Oy;www.ncc.fi;411
17658917;Clas Ohlson Oy;www.clasohlson.fi;47199
17663345;Pirkanmaan Avo-Asunnot Oy;www.avoasunnot.fi;411
17667995;Tampereen Perheravintolat Oy;www.mcdonalds.fi;56102
17683637;Volvo Construction Equipment Finland Oy;www.volvoce.fi;4663
17692015;Rave Rakennus Oy;www.raverakennus.fi;412
17692031;Elintarviketukku Rikainen Oy;www.rikainen.com;46389
17697123;Oy Leppinen Steel Ltd;www.leppinensteel.fi;4672
17721306;Team Electric Oy Ab;www.team-electric.com;4321
17721605;WasaCon Oy;www.wasacon.fi;412
17724339;Skanska Talonrakennus Oy;www.skanska.fi;412
17730229;Annehem Invest Oy;www.peab.fi;68209
17734043;Fira Group Oy;www.fira.fi;412
17749253;Someron Urheilu ja Vapaa-aika Oy;www.sporttikone.fi;47641
17764648;Discovery Networks Finland Oy;www.discoverynetworks.fi/;60201
17774301;KUMONI Oy;www.kumoni.fi;412
17777246;Megalattiat Oy;www.megalattiat.fi;412
17802552;Varaosamaailma Oy;www.varaosamaailma.fi;45321
17833404;Antti Pekka Ahonen Oy;www.citymarket.fi;47111
17867540;ResMed Finland Oy;www.resmed.fi;46462
17870897;Nordic Morning Finland Oy;www.nordicmorninggroup.com;7312
17894629;Ledil Oy;www.ledil.com;71127
17895648;Tampereen Autocenter Oy;www.autocenter.fi;45112
17897272;Instru Optiikka Oy;www.instru.fi;47783
17900232;M & M Pettersson Oy;www.k-supermarket.fi;47111
17915135;Social Wines Oy;www.socialwines.fi;4634
17942387;Wulff Oy Ab;www.wulff.fi;46491
17973191;Savon Laaturakennus Oy;www.savonlaaturakennus.fi;412
17995024;Keskusautohalli Oy;www.keskusautohalli.fi;45112
17997214;Redrock Oy;www.uretekworldwide.com;43299
18002776;Cortex Oy;www.cortex.fi;46692
18010565;North European Oil Trade Oy;www.neot.fi;46711
18012616;Primehotels Oy;www.rantapuisto.fi;55101
18016422;Aki Hyrkkönen Oy;www.ah-oy.fi;412
18018735;Mattsson & Rajamäki Oy;www.k-supermarket.fi;47112
18078164;Elcoline Industrial Service Oy;wwww.elcoline.fi;4321
18087589;Alumeco Finland Oy Ab;www.alumeco.fi;46733
18091246;Kalaneuvos Oy;www.kalaneuvos.fi;46381
18112983;Loomis Value Solutions Oy;www.loomis.fi;46699
18146059;Wetteri Oy;www.wetteri.fi;45112
18170948;J. Strand Oy;www.rautia.fi/sodankyla;47521
18191538;Ahlsell Oy;www.ahlsell.fi;46742
18201492;Saarijärvi Infra Oy;www.saarijarviinfra.com;4312
18201951;Kaskenoja Oy;www.kaskenoja.fi;4312
18223544;ProCare Oy;www.procare.fi;2042
18242577;BEST-CARAVAN OY;www.best-caravan.fi;45192
18247028;P&S Ahoketo Oy;www.citymarket.fi;47111
18247044;Viessmann Kylmäjärjestelmät Oy;www.viessmann.fi;46699
18254850;Cisa Drinks Oy;www.cisadrinks.fi;4634
18258851;Atma Trade Oy;www.atmatrade.com;47594
18262746;Katman Oy;www.katman.fi;4391
18277112;Silmäasema Optiikka Oy;www.silmaasema.fi;47783
18301864;GABRIN OY;www.gt-auto.fi;45112
18314964;Isku Koti Oy;www.isku.fi;47591
18314972;Isku Interior Oy;www.isku.fi;4665
18325778;Muurametalot Oy;www.muurametalot.fi;412
18328493;Finlayson Oy;www.finlayson.fi;13921
18348689;Suur-Seudun Osuuskauppa SSO;www.s-kanava.net/sso;47191
18371459;Esri Finland Oy;www.esri.fi;6201
18379573;HOK-Elanto Liiketoiminta Oy;www.hok-elanto.fi;4711
18406471;Bayerncar Oy;www.bayerncar.com;45112
18407933;Sameba Oy;www.sameba.fi;4676
18413428;Consti Talotekniikka Oy;www.consti.fi;4322
18419360;Rakennusliike Jusmar Oy;www.jusmar.fi;412
18445593;Tutoris Oy;www.tutoris.fi;86102
18486109;Accenture Services Oy;www.accenture.com;6202
18491530;Sylvamo Nordic Sales Company Oy;www.internationalpaper.com;4676
18491565;Rohde & Schwarz Finland Ab;www.rohde-schwarz.fi;46521
18514376;Koneliike Korteniemi Oy;www.koneliike.fi;45112
18526211;Marko ja Seija Miettinen Oy;www.k-market.com;47113
18533868;Kyrel Oy;www.kyrel.fi;46691
18535062;MR Rauta Oy;www.k-rautamalmi.fi;47521
18540515;Arek Oy;www.arek.fi;6311
18575451;DataCenter Group Oy;www.datacenter.fi;6209
18602181;Oulun Remonttimylly Oy;www.remonttimylly.fi;412
18610202;Munax Oy;www.munax.fi;46332
18630107;Kuusisen Kala Oy;www.disas.fi;102
18630262;Rovio Entertainment Oyj;www.rovio.com;6201
18643960;Antepel Oy;www.antepel.fi;411
18678311;Metsä Tissue Oyj;www.metsatissue.com;4676
18679437;Valamis Group Oy;www.arcusys.fi;6201
18682716;Orkla Care Oy;www.axellus.fi;46382
18682898;eWork Group Finland Oy;www.eworkgroup.com;783
18688106;Purkupiha Oy;www.purkupiha.fi;4311
18688181;Sievo Oy;www.sievo.com;6201
18693765;Betomik Oy;www.betomik.fi;43999
18695664;Kajo Trading Oy;www.kajotrading.fi;46499
18701083;TALOON YHTIÖT OY;www.taloon.com;47529
18708373;Lyreco Finland Oy;www.lyreco.com;46491
18732285;J. Rinne Oy;www.citymarket.fi;4711
